dataset,algorithm,n,k,id,time,mst_cost,min_dist,kmeans_loss,smallest_cluster,seed,min_size,min_dist_upper_bound,search_all
mice,km,552,8,4,0.33428239822387695,2.2765665836213236,0.2178302767896197,1024.3090269008746,49,4.0,,,
mice,km,552,8,5,0.3477823734283447,2.5714993942437188,0.256546943401097,1029.3706561563324,52,5.0,,,
mice,km,552,8,6,0.2925753593444824,1.8942980658167103,0.21266739989216304,1028.7011545004073,46,6.0,,,
mice,km,552,8,7,0.2764275074005127,2.3151339206650436,0.19841678791393505,1023.598696443096,48,7.0,,,
mice,km,552,8,8,0.2871735095977783,2.212600985985748,0.24461282287622166,1025.2901707551848,43,8.0,,,
mice,km,552,8,9,0.3394806385040283,2.36441665447367,0.24067893841825339,1026.5262331749243,44,9.0,,,
mice,km,552,8,10,0.3875851631164551,2.2209637696717714,0.24461282287622166,1025.7690896409094,46,10.0,,,
newsgroups,km,18846,20,1,11.33914065361023,8.430538104228773,0.20204860742644026,16858.64274594744,241,1.0,,,
newsgroups,km,18846,20,2,10.580057144165039,7.730461208025038,0.1985698308231723,16871.35178299001,186,2.0,,,
newsgroups,km,18846,20,3,10.073217391967773,8.257100455746569,0.15430663993371618,16867.07307331349,224,3.0,,,
newsgroups,km,18846,20,4,13.146492004394531,10.032355178044048,0.1390991857063066,17004.881565855896,1,4.0,,,
newsgroups,km,18846,20,5,9.703434467315674,7.013871112276337,0.13622315537454718,16879.571262610676,276,5.0,,,
newsgroups,km,18846,20,6,10.677868366241455,8.678257824229027,0.15430663993371618,16866.490228815874,198,6.0,,,
newsgroups,km,18846,20,7,11.199259519577026,8.524878783613001,0.1985698308231723,16867.273202986686,221,7.0,,,
newsgroups,km,18846,20,8,11.718940258026123,7.807343671290661,0.15430663993371618,16881.871501696554,288,8.0,,,
newsgroups,km,18846,20,9,10.667970180511475,9.452283069974262,0.12327623073203961,17069.797637618747,1,9.0,,,
newsgroups,km,18846,20,10,11.033835411071777,7.82809906963969,0.1985698308231723,16869.69267594435,245,10.0,,,
pendigits,km,10992,10,1,2.543069839477539,122.70528130646424,8.306623862918075,49302223.803847715,466,1.0,,,
pendigits,km,10992,10,2,2.433595657348633,122.70528130646423,8.306623862918075,49301514.88324315,466,2.0,,,
pendigits,km,10992,10,3,2.5495083332061768,120.85738208793029,8.306623862918075,49303276.094021395,466,3.0,,,
pendigits,km,10992,10,4,3.03434681892395,122.70528130646423,8.306623862918075,49302234.46008525,466,4.0,,,
pendigits,km,10992,10,5,2.3364596366882324,120.85738208793029,8.306623862918075,49303395.9402493,464,5.0,,,
pendigits,km,10992,10,6,2.7681567668914795,112.94568838188792,8.306623862918075,50044284.57054931,427,6.0,,,
pendigits,km,10992,10,7,2.8252415657043457,122.70528130646423,8.306623862918075,49301514.88324315,466,7.0,,,
pendigits,km,10992,10,8,3.313504695892334,120.85738208793028,8.306623862918075,49303276.094021395,466,8.0,,,
pendigits,km,10992,10,9,2.327515125274658,122.70528130646424,8.306623862918075,49302251.8349623,466,9.0,,,
pendigits,km,10992,10,10,2.201979637145996,109.48392587124803,8.306623862918075,50055852.65196374,485,10.0,,,
sensorless,km,58509,11,1,3.0893752574920654,1.3258326379247762,0.03199920995161763,4475.426911671101,1194,1.0,,,
sensorless,km,58509,11,2,3.1263089179992676,1.1619701431728564,0.03199920995161763,4485.41318452499,2536,2.0,,,
sensorless,km,58509,11,3,3.7267098426818848,1.487899269762157,0.03199920995161763,4484.432548621433,843,3.0,,,
sensorless,km,58509,11,4,2.891075372695923,1.0688660521320692,0.034428225217022206,4474.142720493239,2038,4.0,,,
sensorless,km,58509,11,5,3.0639798641204834,1.4361505828064267,0.03199920995161763,4491.111818637599,843,5.0,,,
sensorless,km,58509,11,6,2.8873238563537598,1.2222608325187592,0.031099823337022884,4522.766924715902,2536,6.0,,,
sensorless,km,58509,11,7,3.3237078189849854,1.464982332851105,0.03199920995161763,4479.351765570476,747,7.0,,,
sensorless,km,58509,11,8,3.014791250228882,1.1027840136410798,0.02579101227353601,4546.380555874498,2536,8.0,,,
sensorless,km,58509,11,9,2.992441415786743,1.491113542417431,0.03199920995161763,4520.701659549359,747,9.0,,,
sensorless,km,58509,11,10,2.7404861450195312,1.1054272397042042,0.030447133574682345,4505.6998144203,2536,10.0,,,
vowel,km,990,11,1,0.5456209182739258,1.820097757819537,0.1209150422133426,579.1871339860302,61,1.0,,,
vowel,km,990,11,2,0.32682013511657715,1.5316950648314367,0.09383372348319176,583.5248340293261,58,2.0,,,
vowel,km,990,11,3,0.3474140167236328,1.9510739852904384,0.07483352024975216,579.5229100008736,52,3.0,,,
vowel,km,990,11,4,0.31017398834228516,1.8279683160456108,0.10088648132525113,578.2299526705744,60,4.0,,,
vowel,km,990,11,5,0.3921167850494385,1.9770536059340775,0.1209150422133426,578.4703246611241,59,5.0,,,
vowel,km,990,11,6,0.32210254669189453,1.8028600457834818,0.09383372348319176,579.2349107423663,61,6.0,,,
vowel,km,990,11,7,0.3977038860321045,1.8345598747886191,0.1209150422133426,582.1969251107865,59,7.0,,,
vowel,km,990,11,8,0.3484766483306885,1.9211874305263996,0.13532425195566256,577.8316651727641,56,8.0,,,
vowel,km,990,11,9,0.35614728927612305,1.8947051803137,0.09383372348319176,579.6788254368465,54,9.0,,,
vowel,km,990,11,10,0.32659149169921875,1.8703959825791512,0.1209150422133426,579.4082355920657,59,10.0,,,
anuran,cm,7195,10,1,1.8880078792572021,2.348996259648359,0.26009002841336937,2303.7417979117354,118,1.0,158.0,1.040029198609999,False
anuran,cm,7195,10,2,1.928795576095581,1.6124630177350374,0.17901284958084618,2655.4180782598405,274,1.0,366.0,0.7897896418825818,False
anuran,cm,7195,10,3,2.1177313327789307,1.438735740460079,0.1596896412456914,2974.003081988527,335,1.0,447.0,0.7344991483376858,False
anuran,cm,7195,10,4,1.8054983615875244,1.636925372075143,0.1817140255613155,2628.349592619824,269,1.0,359.0,0.7965726970624574,False
anuran,cm,7195,10,5,1.5915381908416748,2.426347737112099,0.2673681331881808,2238.1780084399115,98,1.0,126.0,1.100306759718404,False
anuran,cm,7195,10,6,1.8201417922973633,1.6411088062337102,0.1820696595088019,2620.0806472638965,268,1.0,358.0,0.7978888949418882,False
anuran,cm,7195,10,7,1.871342658996582,1.5305002520996611,0.1699437856629984,2750.182728688211,293,1.0,391.0,0.7686622213573653,False
anuran,cm,7195,10,8,1.8027584552764893,1.6206717940764566,0.17979794896090612,2659.444150780146,273,1.0,365.0,0.7908925163104787,False
anuran,cm,7195,10,9,2.005190134048462,1.360597200353332,0.15111089027424474,3148.1614051149763,381,1.0,509.0,0.7259203973662391,False
anuran,cm,7195,10,10,1.9322607517242432,1.4366213155135459,0.1594594973843689,2982.2170979249986,336,1.0,449.0,0.7342690044763633,False
avila,cm,20867,12,1,16.36931872367859,0.7663132707921285,0.06911968726295745,618.6884443986686,79,1.0,106.0,0.6662986913322204,False
avila,cm,20867,12,9,16.942113876342773,0.7482664032095245,0.06716651633605845,567.7449252178577,92,1.0,119.0,0.6590000275017054,False
avila,cm,20867,12,9,16.942113876342773,0.7482664032095245,0.06716651633605845,567.7449252178577,92,1.0,119.0,0.6590000275017054,False
avila,cm,20867,12,9,16.942113876342773,0.7482664032095245,0.06716651633605845,567.7449252178577,92,1.0,119.0,0.6590000275017054,False
avila,cm,20867,12,10,15.48896312713623,0.8018647313776379,0.07165315808672655,603.9310368934551,74,1.0,98.0,0.6787432144750039,False
avila,cm,20867,12,9,16.942113876342773,0.7482664032095245,0.06716651633605845,567.7449252178577,92,1.0,119.0,0.6590000275017054,False
avila,cm,20867,12,9,16.942113876342773,0.7482664032095245,0.06716651633605845,567.7449252178577,92,1.0,119.0,0.6590000275017054,False
avila,cm,20867,12,10,15.48896312713623,0.8018647313776379,0.07165315808672655,603.9310368934551,74,1.0,98.0,0.6787432144750039,False
avila,cm,20867,12,9,16.942113876342773,0.7482664032095245,0.06716651633605845,567.7449252178577,92,1.0,119.0,0.6590000275017054,False
avila,cm,20867,12,10,15.48896312713623,0.8018647313776379,0.07165315808672655,603.9310368934551,74,1.0,98.0,0.6787432144750039,False
collins,cm,1000,30,1,0.7340877056121826,12.467414761997144,0.41940896521943943,407.0675381522878,7,1.0,10.0,2.610491887997818,False
collins,cm,1000,30,7,0.7559816837310791,12.084430815386376,0.4098383214780822,406.4746929072647,8,1.0,11.0,2.5677704366850342,False
collins,cm,1000,30,3,0.8185000419616699,11.42101141192521,0.388775216774479,407.58893775063785,11,1.0,15.0,2.4741565296121526,False
collins,cm,1000,30,4,0.7579813003540039,11.835461117343732,0.4026657656222413,408.56332942606275,9,1.0,13.0,2.546076160388199,False
collins,cm,1000,30,5,0.6805603504180908,14.468955293145463,0.4820545396808301,402.76109660870367,3,1.0,5.0,2.858236014241045,False
collins,cm,1000,30,9,0.7549705505371094,12.785118752975192,0.42887753880662305,404.72119327181866,6,1.0,9.0,2.6463273082924763,False
collins,cm,1000,30,7,0.7559816837310791,12.084430815386376,0.4098383214780822,406.4746929072647,8,1.0,11.0,2.5677704366850342,False
collins,cm,1000,30,8,0.7923488616943359,11.084989789859689,0.3780039683293321,399.6291196537745,14,1.0,19.0,2.382549388552144,False
collins,cm,1000,30,9,0.7549705505371094,12.785118752975192,0.42887753880662305,404.72119327181866,6,1.0,9.0,2.6463273082924763,False
collins,cm,1000,30,10,0.6991899013519287,13.208267491725907,0.4430556602090319,407.41302529688403,5,1.0,7.0,2.6974401822602907,False
digits,cm,1797,10,1,0.3851335048675537,175.00529195950367,19.4164878389476,1615929.7826395365,107,1.0,129.0,66.90150755911168,False
digits,cm,1797,10,2,0.37897658348083496,179.84847057134064,19.8997487421324,1525232.6751982889,91,1.0,113.0,67.38476846229648,False
digits,cm,1797,10,9,0.39078736305236816,179.84847057134064,19.8997487421324,1525232.6751982889,91,1.0,122.0,67.38476846229648,False
digits,cm,1797,10,9,0.39078736305236816,179.84847057134064,19.8997487421324,1525232.6751982889,91,1.0,122.0,67.38476846229648,False
digits,cm,1797,10,10,0.3822469711303711,175.00529195950367,19.4164878389476,1615929.7826395365,107,1.0,133.0,66.90150755911168,False
digits,cm,1797,10,8,0.3891324996948242,178.97164859773528,19.82422760159901,1525854.6807746072,93,1.0,125.0,67.3092473217631,False
digits,cm,1797,10,7,0.37913060188293457,179.84847057134064,19.8997487421324,1525232.6751982889,91,1.0,121.0,67.38476846229648,False
digits,cm,1797,10,8,0.3891324996948242,178.97164859773528,19.82422760159901,1525854.6807746072,93,1.0,125.0,67.3092473217631,False
digits,cm,1797,10,9,0.39078736305236816,179.84847057134064,19.8997487421324,1525232.6751982889,91,1.0,122.0,67.38476846229648,False
digits,cm,1797,10,10,0.3822469711303711,175.00529195950367,19.4164878389476,1615929.7826395365,107,1.0,133.0,66.90150755911168,False
iris,cm,150,3,10,0.016464948654174805,1.7815433029229444,0.1414213562372703,154.55420000000044,50,1.0,51.0,1.9046970777921202,False
iris,cm,150,3,10,0.016464948654174805,1.7815433029229444,0.1414213562372703,154.55420000000044,50,1.0,51.0,1.9046970777921202,False
iris,cm,150,3,10,0.016464948654174805,1.7815433029229444,0.1414213562372703,154.55420000000044,50,1.0,51.0,1.9046970777921202,False
iris,cm,150,3,10,0.016464948654174805,1.7815433029229444,0.1414213562372703,154.55420000000044,50,1.0,51.0,1.9046970777921202,False
iris,cm,150,3,10,0.016464948654174805,1.7815433029229444,0.1414213562372703,154.55420000000044,50,1.0,51.0,1.9046970777921202,False
iris,cm,150,3,10,0.016464948654174805,1.7815433029229444,0.1414213562372703,154.55420000000044,50,1.0,51.0,1.9046970777921202,False
iris,cm,150,3,10,0.016464948654174805,1.7815433029229444,0.1414213562372703,154.55420000000044,50,1.0,51.0,1.9046970777921202,False
iris,cm,150,3,10,0.016464948654174805,1.7815433029229444,0.1414213562372703,154.55420000000044,50,1.0,51.0,1.9046970777921202,False
iris,cm,150,3,10,0.016464948654174805,1.7815433029229444,0.1414213562372703,154.55420000000044,50,1.0,51.0,1.9046970777921202,False
iris,cm,150,3,10,0.016464948654174805,1.7815433029229444,0.1414213562372703,154.55420000000044,50,1.0,51.0,1.9046970777921202,False
mice,cm,552,8,1,0.25850653648376465,5.615448329754023,0.7871369626590188,2589.3585680630986,48,1.0,63.0,3.2037522767937467,False
mice,cm,552,8,10,0.25278329849243164,5.675364041802357,0.7930303259869314,2617.5399820737634,46,1.0,62.0,3.2376803730563997,False
mice,cm,552,8,4,0.2535991668701172,5.547010006742495,0.7803279301665184,2739.887163944726,49,1.0,66.0,3.1946055604867487,False
mice,cm,552,8,4,0.2535991668701172,5.547010006742495,0.7803279301665184,2739.887163944726,49,1.0,66.0,3.1946055604867487,False
mice,cm,552,8,5,0.2596578598022461,5.498621472590406,0.7712999291419969,2590.250035459211,56,1.0,70.0,3.111058247683432,False
mice,cm,552,8,10,0.25278329849243164,5.675364041802357,0.7930303259869314,2617.5399820737634,46,1.0,62.0,3.2376803730563997,False
mice,cm,552,8,7,0.2556166648864746,5.615448329754023,0.7871369626590188,2589.3585680630986,48,1.0,65.0,3.201414592979258,False
mice,cm,552,8,8,0.25377702713012695,5.882841923913645,0.8253654352546358,2377.9075002526647,44,1.0,58.0,3.270015482324104,False
mice,cm,552,8,9,0.2521665096282959,5.882841923913645,0.8253654352546358,2377.9075002526647,44,1.0,59.0,3.270015482324104,False
mice,cm,552,8,10,0.25278329849243164,5.675364041802357,0.7930303259869314,2617.5399820737634,46,1.0,62.0,3.2376803730563997,False
newsgroups,cm,18846,20,1,35.0162878036499,18.999999999999996,0.9999999999999997,17775.733708721007,241,1.0,322.0,3.999999999999999,False
newsgroups,cm,18846,20,2,34.32901334762573,18.999999999999996,0.9999999999999997,17777.06019721998,186,1.0,249.0,3.9999999999999996,False
newsgroups,cm,18846,20,3,34.74185109138489,18.999999999999996,0.9999999999999997,17776.39342369644,224,1.0,299.0,3.999999999999999,False
newsgroups,cm,18846,20,9,29.18252944946289,19.000000000000004,1.0000000000000002,17780.769080155613,1,1.0,2.0,4.0,False
newsgroups,cm,18846,20,5,35.17848181724548,18.999999999999996,0.9999999999999997,17775.50982100272,276,1.0,369.0,3.999999999999999,False
newsgroups,cm,18846,20,6,34.3511598110199,18.999999999999996,0.9999999999999997,17776.804128406635,198,1.0,265.0,3.9999999999999996,False
newsgroups,cm,18846,20,7,34.761874198913574,18.999999999999996,0.9999999999999997,17776.597696981316,221,1.0,295.0,3.999999999999999,False
newsgroups,cm,18846,20,8,33.82483267784119,18.999999999999996,0.9999999999999997,17775.55848740374,288,1.0,385.0,3.999999999999999,False
newsgroups,cm,18846,20,9,29.18252944946289,19.000000000000004,1.0000000000000002,17780.769080155613,1,1.0,2.0,4.0,False
newsgroups,cm,18846,20,10,33.35934114456177,18.999999999999996,0.9999999999999997,17775.829769440978,245,1.0,327.0,3.999999999999999,False
pendigits,cm,10992,10,9,4.6621012687683105,215.14411739829637,23.895606290697042,107977919.21949448,483,1.0,622.0,100.97243724645759,False
pendigits,cm,10992,10,9,4.6621012687683105,215.14411739829637,23.895606290697042,107977919.21949448,483,1.0,622.0,100.97243724645759,False
pendigits,cm,10992,10,9,4.6621012687683105,215.14411739829637,23.895606290697042,107977919.21949448,483,1.0,622.0,100.97243724645759,False
pendigits,cm,10992,10,9,4.6621012687683105,215.14411739829637,23.895606290697042,107977919.21949448,483,1.0,622.0,100.97243724645759,False
pendigits,cm,10992,10,5,4.756094455718994,215.14411739829637,23.895606290697042,107977919.21949448,483,1.0,619.0,100.97243724645759,False
pendigits,cm,10992,10,6,4.757373809814453,215.14411739829637,23.895606290697042,107977919.21949448,483,1.0,570.0,100.97243724645759,False
pendigits,cm,10992,10,9,4.6621012687683105,215.14411739829637,23.895606290697042,107977919.21949448,483,1.0,622.0,100.97243724645759,False
pendigits,cm,10992,10,9,4.6621012687683105,215.14411739829637,23.895606290697042,107977919.21949448,483,1.0,622.0,100.97243724645759,False
pendigits,cm,10992,10,9,4.6621012687683105,215.14411739829637,23.895606290697042,107977919.21949448,483,1.0,622.0,100.97243724645759,False
pendigits,cm,10992,10,10,4.759451627731323,214.80908906198846,23.83275057562597,108112221.00597198,485,1.0,647.0,100.90958153138652,False
sensorless,cm,58509,11,1,161.3455786705017,1.4602856417315584,0.1457072132061918,19386.297424776865,1221,1.0,1593.0,0.8415611326334851,False
sensorless,cm,58509,11,10,200.60068440437317,1.1308512633324326,0.11300823585383783,22656.083019917525,2597,1.0,3382.0,0.7352964342388287,False
sensorless,cm,58509,11,5,167.07980632781982,1.4824901965596846,0.1478964433660446,16065.68150657534,1178,1.0,1125.0,0.8801183832111648,False
sensorless,cm,58509,11,4,193.97653675079346,1.1651628342862284,0.11637927476195493,19974.90881267688,2104,1.0,2718.0,0.749147265004411,False
sensorless,cm,58509,11,5,167.07980632781982,1.4824901965596846,0.1478964433660446,16065.68150657534,1178,1.0,1125.0,0.8801183832111648,False
sensorless,cm,58509,11,10,200.60068440437317,1.1308512633324326,0.11300823585383783,22656.083019917525,2597,1.0,3382.0,0.7352964342388287,False
sensorless,cm,58509,11,9,155.32980060577393,1.6263042715039508,0.021313263072071018,25566.143802171526,751,1.0,997.0,0.9689711175011411,False
sensorless,cm,58509,11,10,200.60068440437317,1.1308512633324326,0.11300823585383783,22656.083019917525,2597,1.0,3382.0,0.7352964342388287,False
sensorless,cm,58509,11,9,155.32980060577393,1.6263042715039508,0.021313263072071018,25566.143802171526,751,1.0,997.0,0.9689711175011411,False
sensorless,cm,58509,11,10,200.60068440437317,1.1308512633324326,0.11300823585383783,22656.083019917525,2597,1.0,3382.0,0.7352964342388287,False
vowel,cm,990,11,6,0.16326260566711426,4.911672162712241,0.48148263960138377,1174.5965657741392,61,1.0,82.0,1.6927458489216023,False
vowel,cm,990,11,2,0.17301511764526367,4.936293689839248,0.4853712419906784,1214.215519070743,58,1.0,78.0,1.697276242904738,False
