dataset,algorithm,n,k,id,time,mst_cost,min_dist,kmeans_loss,smallest_cluster,seed,min_size,min_dist_upper_bound,search_all
collins,km,1000,30,1,0.3923521041870117,8.598639203668979,0.24269123055786143,173.2038113312412,7,1.0,,,
collins,km,1000,30,2,0.4062814712524414,8.493044664205286,0.1960263058544761,173.06305487472045,8,2.0,,,
collins,km,1000,30,3,0.3876535892486572,8.804277138293754,0.243003177519443,173.3260103967196,11,3.0,,,
collins,km,1000,30,4,0.37644457817077637,8.549599076781767,0.243003177519443,173.45922361176372,9,4.0,,,
collins,km,1000,30,5,0.39760899543762207,8.862500714458388,0.1960263058544761,173.2870245524925,3,5.0,,,
collins,km,1000,30,6,0.3887515068054199,8.489581957097403,0.22027838973647224,174.0817654355708,6,6.0,,,
collins,km,1000,30,7,0.39318060874938965,8.51254273747464,0.1960263058544761,174.44354141906427,8,7.0,,,
collins,km,1000,30,8,0.37378501892089844,8.219478481174624,0.1960263058544761,174.20250112088922,14,8.0,,,
collins,km,1000,30,9,0.3925964832305908,8.487831729565718,0.23182316715218457,174.2733533757523,6,9.0,,,
collins,km,1000,30,10,0.45310211181640625,8.763563691646711,0.1960263058544761,174.40525760004448,5,10.0,,,
digits,km,1797,10,1,0.9628055095672607,141.79720798369686,11.61895003862225,1165289.8498464476,96,1.0,,,
digits,km,1797,10,2,0.6552345752716064,149.18699821575726,14.89966442575134,1165171.7210800247,84,2.0,,,
digits,km,1797,10,3,1.2304329872131348,141.79720798369686,11.61895003862225,1165203.4652550516,91,3.0,,,
digits,km,1797,10,4,1.0639989376068115,146.1782579450746,14.89966442575134,1165149.694851424,91,4.0,,,
digits,km,1797,10,5,1.0276386737823486,142.8273685857481,12.649110640673518,1165750.0632659819,99,5.0,,,
digits,km,1797,10,6,0.7885928153991699,146.39553268530148,14.89966442575134,1165148.1344607512,93,6.0,,,
digits,km,1797,10,7,0.5135214328765869,147.15604962503977,14.89966442575134,1165175.3010148024,90,7.0,,,
digits,km,1797,10,8,0.5584087371826172,146.39553268530145,14.89966442575134,1165140.6607564187,93,8.0,,,
digits,km,1797,10,9,0.8431591987609863,146.73120330232146,14.89966442575134,1165178.2967972984,91,9.0,,,
digits,km,1797,10,10,0.5924229621887207,142.82736858574813,12.649110640673518,1165852.2710095008,99,10.0,,,
iris,km,150,3,1,0.13576149940490723,1.9046970777921202,0.26457513110644615,78.85144142614575,38,1.0,,,
iris,km,150,3,2,0.07989501953125,1.9046970777921202,0.26457513110644615,78.85144142614575,38,2.0,,,
iris,km,150,3,3,0.03249955177307129,1.9046970777921202,0.26457513110644615,78.85144142614575,38,3.0,,,
iris,km,150,3,4,0.015543460845947266,1.9046970777921202,0.26457513110644615,78.85144142614575,38,4.0,,,
iris,km,150,3,5,0.016463279724121094,1.9046970777921202,0.26457513110644615,78.85144142614575,38,5.0,,,
iris,km,150,3,6,0.016411304473876953,1.9046970777921202,0.26457513110644615,78.85144142614575,38,6.0,,,
iris,km,150,3,7,0.016720294952392578,1.9046970777921202,0.26457513110644615,78.85144142614575,38,7.0,,,
iris,km,150,3,8,0.016836166381835938,1.9046970777921202,0.26457513110644615,78.85144142614575,38,8.0,,,
iris,km,150,3,9,0.01623988151550293,1.9046970777921202,0.26457513110644615,78.85144142614575,38,9.0,,,
iris,km,150,3,10,0.017210960388183594,1.9046970777921202,0.26457513110644615,78.85144142614575,38,10.0,,,
letter,km,20000,26,1,4.599539756774902,1.9148503728322956,0.06666666666666189,2728.4060572441917,175,1.0,,,
letter,km,20000,26,2,3.741814374923706,2.015556364802304,0.06666666666666522,2724.145010452109,174,2.0,,,
letter,km,20000,26,3,4.255269765853882,2.0144888121205193,0.06666666666666522,2726.33480305332,217,3.0,,,
letter,km,20000,26,4,5.408076047897339,2.009131276990485,0.06666666666666189,2730.6583886533467,174,4.0,,,
letter,km,20000,26,5,3.585160255432129,2.004737854124442,0.06666666666666189,2733.957699193127,172,5.0,,,
letter,km,20000,26,6,4.298992395401001,2.004737854124391,0.06666666666666522,2726.6156254141215,207,6.0,,,
letter,km,20000,26,7,4.2052319049835205,1.963653760003509,0.06666666666666189,2731.5790951159156,230,7.0,,,
letter,km,20000,26,8,4.456451416015625,1.9327136523276844,0.06666666666666189,2716.342437216366,174,8.0,,,
letter,km,20000,26,9,4.10594630241394,1.9993803189943498,0.06666666666666189,2720.843721186964,174,9.0,,,
letter,km,20000,26,10,3.359292507171631,1.931646099645956,0.06666666666666189,2728.83246257485,218,10.0,,,
mice,km,552,8,1,0.33693933486938477,2.882788541568408,0.2522125290617729,1026.4347702194564,47,1.0,,,
mice,km,552,8,2,0.350553035736084,2.2582072379252884,0.24461282287622166,1022.4278456242738,46,2.0,,,
mice,km,552,8,3,0.33942127227783203,2.657404332287934,0.2522125290617729,1024.434729859832,49,3.0,,,
